IlmnID,specific_cell_mean_beta,other_cells_mean_beta,abs_diff,percent_diff,change,CHR,MAPINFO,gene,feature,CellType
cg17983217,0.379061746067846,0.079662927243713,0.299398818824134,29.94,Down,6,31698223,DDAH2,TSS200,CD4
cg21410980,0.590401514965531,0.884645078527446,0.294243563561915,29.42,Up,4,40121831,N4BP2,Body,CD4
cg00330518,0.59180098706984,0.8854956786893,0.293694691619461,29.37,Up,1,2228160,SKI,Body,CD4
cg01364581,0.474813069473489,0.76351563741014,0.288702567936651,28.87,Up,7,150175800,GIMAP8,3'UTR,CD4
cg05931551,0.603447967460538,0.890420809741761,0.286972842281223,28.7,Up,1,52892210,ZCCHC11,Body,CD4
cg13142152,0.55113707936197,0.830540804098581,0.279403724736611,27.94,Up,6,25026539,,,CD4
cg10083258,0.594893189642418,0.867761729712071,0.272868540069654,27.29,Up,15,93362731,,,CD4
cg00314029,0.576912160377402,0.847354217056575,0.270442056679173,27.04,Up,2,161348665,RBMS1,Body,CD4
cg23691894,0.62432298784757,0.891171145834062,0.266848157986492,26.68,Up,10,111765904,ADD3,1stExon; 5'UTR,CD4
cg08486432,0.543630999060137,0.80957993853999,0.265948939479852,26.59,Up,6,33598003,ITPR3,Body,CD4
cg26547698,0.330999314671686,0.066732400425069,0.264266914246617,26.43,Down,16,89489058,ANKRD11,5'UTR,CD4
cg23005797,0.689715023989505,0.949773775366012,0.260058751376507,26.01,Up,2,10302462,C2orf48,Body,CD4
cg25922624,0.25415616592959,0.502370338452844,0.248214172523254,24.82,Up,4,154075471,TRIM2,5'UTR,CD4
cg26389380,0.347584879907882,0.10052709660824,0.247057783299641,24.71,Down,3,11330567,ATG7,5'UTR,CD4
cg19030737,0.530583006047233,0.775932388128674,0.245349382081442,24.53,Up,1,226927988,ITPKB,TSS1500,CD4
cg16426321,0.660943820373132,0.421585196575366,0.239358623797766,23.94,Down,14,93507882,ITPK1,Body,CD4
cg02487233,0.578088618918081,0.812831188134671,0.23474256921659,23.47,Up,3,107810687,CD47,TSS1500,CD4
cg18764192,0.645407647786873,0.876236750040225,0.230829102253352,23.08,Up,10,5936166,FBXO18,Body; TSS200,CD4
cg00547365,0.572012000982991,0.795543571284822,0.223531570301831,22.35,Up,1,6605420,NOL9,Body,CD4
cg09963125,0.62377201387031,0.845444623598585,0.221672609728275,22.17,Up,X,39676511,,,CD4
cg17001464,0.648024579330176,0.86707223034506,0.219047651014884,21.9,Up,7,130679521,FLJ43663,Body,CD4
cg16394018,0.251709404264141,0.04985746922363,0.201851935040511,20.19,Down,11,14927549,,,CD4
cg01701634,0.320140880307077,0.120962184683001,0.199178695624077,19.92,Down,19,51876119,NKG7,TSS200,CD4
cg24004368,0.694513402064779,0.893134639429555,0.198621237364776,19.86,Up,6,30706647,FLOT1,Body,CD4
cg18983126,0.694416981407966,0.884518710360985,0.190101728953019,19.01,Up,X,55101351,PAGE2B,TSS200,CD4
cg06649639,0.571606092059508,0.752902405552125,0.181296313492618,18.13,Up,1,154983995,ZBTB7B,5'UTR,CD4
cg06751398,0.698635874685236,0.873566909837258,0.174931035152022,17.49,Up,18,77162457,NFATC1,Body; 5'UTR,CD4
cg17858328,0.193272452609222,0.023036499227248,0.170235953381974,17.02,Down,1,92952521,GFI1,TSS1500; TSS200,CD4
cg21377860,0.772057546183096,0.928157189632804,0.156099643449708,15.61,Up,7,150174540,GIMAP8,Body,CD4
cg18883472,0.755376482471352,0.909813105066426,0.154436622595074,15.44,Up,1,224548495,CNIH4,Body,CD4
cg10493055,0.705440837726203,0.858703888118446,0.153263050392243,15.33,Up,4,99576808,TSPAN5,Body,CD4
cg13549904,0.69364033792114,0.84553661539121,0.15189627747007,15.19,Up,1,154438143,IL6R,3'UTR,CD4
cg18576301,0.782836861011454,0.933310915935978,0.150474054924523,15.05,Up,8,100716071,VPS13B,Body,CD4
cg06486093,0.214935895513934,0.065395723032568,0.149540172481366,14.95,Down,19,51875986,NKG7,TSS200,CD4
cg19918145,0.783070718627057,0.922886933628782,0.139816215001724,13.98,Up,5,107271174,FBXL17,Body,CD4
cg01490733,0.571398203399119,0.432214889710279,0.13918331368884,13.92,Down,1,2247066,,,CD4
cg13637151,0.776399058964703,0.912133190576071,0.135734131611368,13.57,Up,9,134375468,BAT2L1,3'UTR,CD4
cg10851763,0.256063341661774,0.122673541369415,0.133389800292359,13.34,Down,21,43545792,UMODL1,Body,CD4
cg25428740,0.206237022108965,0.078528735416948,0.127708286692017,12.77,Down,2,96981671,,,CD4
cg13151751,0.74127095045926,0.868203647223918,0.126932696764658,12.69,Up,1,89993815,LRRC8B,5'UTR,CD4
cg21348406,0.147167881763958,0.020663491240118,0.12650439052384,12.65,Down,17,76361166,,,CD4
cg19949530,0.73797401790658,0.862792057643694,0.124818039737114,12.48,Up,21,33034963,SOD1,Body,CD4
cg18207999,0.171650797638391,0.047021335987839,0.124629461650552,12.46,Down,17,37914349,,,CD4
cg05176211,0.669895122166441,0.79426734163814,0.124372219471699,12.44,Up,8,41860734,MYST3,Body,CD4
cg24647031,0.779374360365544,0.902438173229236,0.123063812863692,12.31,Up,7,157644160,PTPRN2,Body,CD4
cg01782826,0.194916292433,0.072354756474441,0.122561535958559,12.26,Down,1,167598958,RCSD1,TSS1500,CD4
cg03535253,0.840214158612733,0.962162085260626,0.121947926647894,12.19,Up,14,93706571,BTBD7,3'UTR,CD4
cg00705661,0.849673875755066,0.97123130759822,0.121557431843154,12.16,Up,14,93706609,BTBD7,3'UTR,CD4
cg05014660,0.19251146465368,0.076116172139926,0.116395292513754,11.64,Down,22,44576654,PARVG,TSS200; 5'UTR; Body; TSS1500,CD4
cg07340499,0.768815683661535,0.883268183977241,0.114452500315706,11.45,Up,7,2208345,MAD1L1,Body,CD4
cg16679650,0.197240847201501,0.084280317757117,0.112960529444384,11.3,Down,1,24239820,CNR2,TSS200,CD4
cg17384323,0.755345410900468,0.868355335884387,0.113009924983918,11.3,Up,4,169242366,,,CD4
cg20312962,0.800385988175819,0.911702217867104,0.111316229691285,11.13,Up,4,143275181,INPP4B,Body,CD4
cg27093944,0.177792250962887,0.067141605098205,0.110650645864683,11.07,Down,2,242908218,,,CD4
cg26304744,0.794865451456475,0.903956777078944,0.109091325622468,10.91,Up,15,60993714,RORA,Body,CD4
cg06074534,0.857194022753539,0.961123930981638,0.103929908228099,10.39,Up,16,85020055,ZDHHC7,Body,CD4
cg16410115,0.186347125202473,0.084978897243465,0.101368227959008,10.14,Down,1,24240000,CNR2,TSS200,CD4
cg20816104,0.539227909033032,0.438740804788423,0.100487104244609,10.05,Down,2,131577425,,,CD4
cg13751330,0.74128263994696,0.840190112898982,0.098907472952022,9.89,Up,9,134376826,POMT1,TSS1500,CD4
cg02072515,0.792329990624814,0.887470291569239,0.095140300944425,9.51,Up,2,149481321,EPC2,Body,CD4
cg26302760,0.854555197766105,0.930883291217534,0.076328093451429,7.63,Up,14,93706539,BTBD7,3'UTR,CD4
cg25294526,0.885125742099529,0.958772843798793,0.073647101699264,7.36,Up,17,7786177,,,CD4
cg20186907,0.820678702219501,0.893303186803306,0.072624484583806,7.26,Up,7,105515896,ATXN7L1,Body,CD4
cg26127425,0.86577143330672,0.937721022161465,0.071949588854746,7.19,Up,2,238382343,,,CD4
cg24033742,0.834835258396136,0.902213894519664,0.067378636123528,6.74,Up,1,38493031,,,CD4
cg20972199,0.131018797398636,0.069421073456397,0.061597723942239,6.16,Down,11,69065333,,,CD4
cg19722656,0.090430690527495,0.037957735620032,0.052472954907463,5.25,Down,6,119669372,MAN1A1,Body,CD4
cg04663932,0.103247156736405,0.065556372631796,0.037690784104609,3.77,Down,7,73508618,LIMK1,Body,CD4
cg22105534,0.825513298994499,0.863037811066659,0.037524512072161,3.75,Up,6,30308653,TRIM39,Body,CD4
cg10788213,0.934125983059831,0.971481595264081,0.03735561220425,3.74,Up,22,45719176,FAM118A,Body,CD4
cg11036279,0.095080849675521,0.058847737951685,0.036233111723836,3.62,Down,2,242785270,,,CD4
cg13617280,0.247475254669176,0.881702708616552,0.634227453947376,63.42,Up,12,129299462,SLC15A4; MGC16384,Body; TSS200,CD56
cg01144218,0.397219033578364,0.917750781314927,0.520531747736563,52.05,Up,13,114869835,RASA3,Body,CD56
cg23015664,0.457482255128899,0.934060857661348,0.476578602532449,47.66,Up,7,2040109,MAD1L1,Body,CD56
cg13995453,0.431208655725649,0.883110748583193,0.451902092857544,45.19,Up,12,9759653,KLRB1,Body,CD56
cg02195105,0.419430347636058,0.864319579939341,0.444889232303283,44.49,Up,10,44805846,,,CD56
cg04736625,0.432579429926054,0.868190259491597,0.435610829565543,43.56,Up,12,9757161,KLRB1,Body,CD56
cg05148385,0.47085324662513,0.893846487126043,0.422993240500913,42.3,Up,2,213950646,IKZF2,Body,CD56
cg04064701,0.488211705274695,0.890424507269794,0.402212801995099,40.22,Up,10,62671215,RHOBTB1,Body,CD56
cg19915997,0.460483050755353,0.846509326979294,0.386026276223941,38.6,Up,3,15492725,COLQ,3'UTR,CD56
cg15705930,0.489294810685088,0.865581163309672,0.376286352624584,37.63,Up,5,123973317,ZNF608,3'UTR,CD56
cg27274718,0.540200802106442,0.914951275694004,0.374750473587562,37.48,Up,3,15772890,ANKRD28,Body,CD56
cg27026192,0.360464133690832,0.728124628849729,0.367660495158897,36.77,Up,16,57836960,KIFC3,TSS1500,CD56
cg25386954,0.517379978468519,0.875955963223097,0.358575984754578,35.86,Up,5,60640139,ZSWIM6,Body,CD56
cg07873128,0.54777911626489,0.872493842432203,0.324714726167313,32.47,Up,11,3121400,OSBPL5,Body,CD56
cg00942495,0.605341150584462,0.923225021292582,0.31788387070812,31.79,Up,15,76214616,FBXO22,Body,CD56
cg24410690,0.602125935861319,0.919612311557154,0.317486375695835,31.75,Up,12,129299481,SLC15A4; MGC16384,Body; TSS200,CD56
cg08625996,0.570379058347924,0.887748138475694,0.31736908012777,31.74,Up,7,127547490,SND1,Body,CD56
cg05253716,0.591816527343621,0.900192953823279,0.308376426479658,30.84,Up,12,129299332,SLC15A4; MGC16384,Body; TSS200,CD56
cg09278623,0.574377628661627,0.881388297209816,0.307010668548189,30.7,Up,7,115892473,TES,Body,CD56
cg21777154,0.481134838152339,0.788078147603173,0.306943309450834,30.69,Up,1,184396304,C1orf21,5'UTR,CD56
cg05421487,0.582033800987808,0.887713262996507,0.305679462008699,30.57,Up,17,19877116,AKAP10,Body,CD56
cg03891962,0.503689297619062,0.80498989999103,0.301300602371968,30.13,Up,16,89336560,ANKRD11,Body,CD56
cg16316183,0.557468202856636,0.854148080854799,0.296679877998163,29.67,Up,12,129299465,SLC15A4; MGC16384,Body; TSS200,CD56
cg12912920,0.540887777876936,0.834878692047485,0.293990914170549,29.4,Up,4,140762680,MAML3,Body,CD56
cg19954234,0.605393575147662,0.891264945138066,0.285871369990404,28.59,Up,11,108408969,EXPH5,Body; TSS200,CD56
cg15559940,0.630326689578363,0.915794133583245,0.285467444004882,28.55,Up,13,101171765,PCCA,Body,CD56
cg01080424,0.597267100084583,0.881779148037095,0.284512047952512,28.45,Up,7,6520004,KDELR2,Body,CD56
cg14159576,0.532394745629351,0.814575234344319,0.282180488714967,28.22,Up,7,47660962,,,CD56
cg25426716,0.614127208697649,0.893781503217192,0.279654294519542,27.97,Up,5,125695699,GRAMD3,TSS200,CD56
cg16360310,0.564865509674335,0.842411326169268,0.277545816494932,27.75,Up,5,139036605,CXXC5,5'UTR,CD56
cg02373104,0.620883109744813,0.889589280357007,0.268706170612194,26.87,Up,7,147601429,MIR548F3; CNTNAP2,Body,CD56
cg18304186,0.624009676632531,0.888490934646977,0.264481258014447,26.45,Up,8,103129364,NCALD,5'UTR,CD56
cg23060465,0.69554694002566,0.956521266280487,0.260974326254827,26.1,Up,8,141625545,EIF2C2,Body,CD56
cg16183122,0.699751926885601,0.958904719693842,0.259152792808242,25.92,Up,10,88466389,LDB3,Body,CD56
cg15259233,0.627461902550155,0.886421958950589,0.258960056400434,25.9,Up,6,170712708,FAM120B,Body,CD56
cg13390484,0.624132778940487,0.882593103085592,0.258460324145105,25.85,Up,9,80765924,,,CD56
cg00462849,0.667788079275822,0.925409451931247,0.257621372655426,25.76,Up,2,12853027,,,CD56
cg09689296,0.60801865311128,0.860888905837167,0.252870252725888,25.29,Up,2,12866929,TRIB2,Body,CD56
cg02400146,0.626534036138996,0.878685911634264,0.252151875495268,25.22,Up,6,90312567,ANKRD6,Body,CD56
cg23001370,0.581853471208149,0.833678242364013,0.251824771155864,25.18,Up,5,53817073,SNX18,Body,CD56
cg21275838,0.653287997622434,0.904019770787933,0.250731773165499,25.07,Up,15,59608124,MYO1E,Body,CD56
cg19353949,0.58294053812717,0.830955218139482,0.248014680012312,24.8,Up,1,145726979,PDZK1,TSS1500,CD56
cg23435567,0.668920301543511,0.914923501738387,0.246003200194876,24.6,Up,3,113346763,SIDT1,3'UTR,CD56
cg23071286,0.620009743379565,0.864958348576117,0.244948605196552,24.49,Up,15,91360201,,,CD56
cg12274567,0.666734795206521,0.902066546443626,0.235331751237105,23.53,Up,1,162382199,SH2D1B,TSS1500,CD56
cg10117603,0.68758274901088,0.918962821514238,0.231380072503358,23.14,Up,13,101171714,PCCA,Body,CD56
cg22124368,0.662221396943178,0.893248843843133,0.231027446899955,23.1,Up,6,170774538,,,CD56
cg22352434,0.753061734187913,0.982650616992933,0.22958888280502,22.96,Up,19,10226494,EIF3G,Body,CD56
cg03368758,0.6820416031744,0.910540061681953,0.228498458507553,22.85,Up,4,16900733,LDB2,TSS1500,CD56
cg10592926,0.722837302613846,0.946249431050495,0.223412128436649,22.34,Up,6,157876961,ZDHHC14,Body,CD56
cg15876825,0.754600007875624,0.977961653677464,0.22336164580184,22.34,Up,3,11651881,VGLL4,Body,CD56
cg17850498,0.601953629451216,0.82118930543313,0.219235675981914,21.92,Up,1,21565755,ECE1,Body,CD56
cg22402398,0.702907121508328,0.920074199923207,0.217167078414879,21.72,Up,1,27954026,FGR,TSS1500; 5'UTR,CD56
cg25846372,0.633431176316206,0.849363326657748,0.215932150341542,21.59,Up,21,38608601,DSCR3,Body,CD56
cg02359506,0.69586740507638,0.910651532085881,0.2147841270095,21.48,Up,4,41270335,UCHL1,3'UTR,CD56
cg14525703,0.653726198980253,0.867951018285446,0.214224819305193,21.42,Up,9,137661460,COL5A1,Body,CD56
cg25387540,0.620038740536761,0.833485077680324,0.213446337143563,21.34,Up,19,4657890,C19orf10,3'UTR,CD56
cg03032253,0.707061423612808,0.919516925052959,0.212455501440151,21.25,Up,19,4652450,TNFAIP8L1,3'UTR,CD56
cg18656873,0.491952175179439,0.702885529292008,0.210933354112569,21.09,Up,21,43809519,TMPRSS3,Body; TSS1500,CD56
cg24531714,0.712080790754748,0.921251260595032,0.209170469840284,20.92,Up,8,67475459,MYBL1,3'UTR,CD56
cg25352200,0.688186193831923,0.896223989230877,0.208037795398954,20.8,Up,5,6752379,POLS,Body,CD56
cg07106737,0.61482301165823,0.816163912636383,0.201340900978154,20.13,Up,16,88599035,ZFPM1,Body,CD56
cg20435267,0.67236642502437,0.873224886513404,0.200858461489034,20.09,Up,5,178288359,ZNF354B,Body,CD56
cg00449738,0.737708056715827,0.930647041759383,0.192938985043557,19.29,Up,1,91997846,,,CD56
cg17566718,0.78772695951704,0.976540768119907,0.188813808602867,18.88,Up,10,72357735,PRF1,3'UTR,CD56
cg24036612,0.686423519545079,0.875103418672199,0.18867989912712,18.87,Up,5,101633158,SLCO4C1,TSS1500,CD56
cg14026109,0.656011148309465,0.840694560882216,0.18468341257275,18.47,Up,6,109775014,MICAL1,Body,CD56
cg03208044,0.727257618213256,0.907002842322639,0.179745224109383,17.97,Up,1,113337251,,,CD56
cg19462022,0.722441080632037,0.900712012780932,0.178270932148895,17.83,Up,13,114810756,RASA3,Body,CD56
cg09273030,0.747533652022771,0.925571652438237,0.178038000415467,17.8,Up,2,242566905,THAP4,Body,CD56
cg12803060,0.793998474190188,0.968689411614212,0.174690937424024,17.47,Up,7,100850157,PLOD3,Body,CD56
cg10784668,0.776570191993175,0.947770616124964,0.171200424131789,17.12,Up,7,2058031,MAD1L1,Body,CD56
cg18254586,0.686098144847874,0.856385495346393,0.170287350498519,17.03,Up,5,142208412,ARHGAP26,Body,CD56
cg03726963,0.767085420477694,0.935305249299495,0.168219828821801,16.82,Up,8,1808475,ARHGEF10,Body,CD56
cg19349476,0.722585923125269,0.888044460981257,0.165458537855987,16.55,Up,13,101315254,TMTC4,Body,CD56
cg05227215,0.782898056521195,0.947826024014254,0.164927967493058,16.49,Up,5,139057496,CXXC5,5'UTR,CD56
cg15690475,0.820015615873572,0.984413066990109,0.164397451116537,16.44,Up,17,44101453,MAPT,Body,CD56
cg09527123,0.723946529318008,0.886587732403822,0.162641203085813,16.26,Up,13,114806955,RASA3,Body,CD56
cg22521333,0.816539995877289,0.9773378774894,0.160797881612111,16.08,Up,19,4652251,TNFAIP8L1,Body,CD56
cg21133251,0.761756035234012,0.919567393367642,0.15781135813363,15.78,Up,2,242566890,THAP4,Body,CD56
cg20039163,0.711473094287371,0.866622546360783,0.155149452073412,15.51,Up,8,118994563,EXT1,Body,CD56
cg05780020,0.781229443990274,0.935486052428352,0.154256608438078,15.43,Up,7,2011714,MAD1L1,Body,CD56
cg14396758,0.774220809265175,0.928453828919721,0.154233019654546,15.42,Up,4,37689379,RELL1,TSS1500,CD56
cg02176148,0.807652953367414,0.960142427185182,0.152489473817768,15.25,Up,7,127669218,SND1; LRRC4,Body,CD56
cg15319380,0.725344038834203,0.874742448163066,0.149398409328863,14.94,Up,2,203639098,ICA1L,3'UTR,CD56
cg21838952,0.763842852877593,0.909703922216036,0.145861069338443,14.59,Up,15,64197566,,,CD56
cg26505319,0.807515701867932,0.953149362082329,0.145633660214397,14.56,Up,6,14408336,,,CD56
cg02099410,0.698537168522055,0.84034949485165,0.141812326329595,14.18,Up,16,89804695,ZNF276; FANCA,3'UTR,CD56
cg18688392,0.720121679649418,0.860719932854616,0.140598253205198,14.06,Up,10,81059414,ZMIZ1,Body,CD56
cg21510189,0.371031450047758,0.511284468056429,0.140253018008671,14.03,Up,5,133927987,,,CD56
cg16957824,0.70245334304921,0.841211635315169,0.138758292265959,13.88,Up,3,133962408,RYK,Body,CD56
cg25754852,0.732415934514928,0.866928826152225,0.134512891637297,13.45,Up,6,160523821,IGF2R,Body,CD56
cg26107055,0.799240388486759,0.929013901646078,0.129773513159319,12.98,Up,5,125695687,GRAMD3,TSS200,CD56
cg12298955,0.855910404348661,0.983290386856236,0.127379982507575,12.74,Up,19,51220192,SHANK1,1stExon; 5'UTR,CD56
cg24612059,0.86089087983674,0.985243830126823,0.124352950290083,12.44,Up,17,44101462,MAPT,Body,CD56
cg06396324,0.727207849744128,0.851083117435244,0.123875267691117,12.39,Up,19,4652549,TNFAIP8L1,3'UTR,CD56
cg09856284,0.825227801828085,0.947890187790118,0.122662385962033,12.27,Up,7,76992842,PION,Body,CD56
cg15393025,0.867410300964003,0.984463858001357,0.117053557037355,11.71,Up,1,244318867,,,CD56
cg14330479,0.87063758141885,0.97942615494776,0.10878857352891,10.88,Up,8,1808270,ARHGEF10,Body,CD56
cg14685146,0.805433802835999,0.91141179687164,0.105977994035641,10.6,Up,17,42088751,TMEM101,3'UTR,CD56
cg09590897,0.716782714665611,0.819718251503788,0.102935536838177,10.29,Up,19,3961702,MIR637; DAPK3,TSS200; Body,CD56
cg26916576,0.888893322713314,0.984825277273294,0.09593195455998,9.59,Up,14,91700557,GPR68,Body,CD56
cg04313875,0.105054606719971,0.011127251695913,0.093927355024058,9.39,Down,17,1553202,RILP,5'UTR; 1stExon,CD56
cg02965892,0.846303278428705,0.938910027318791,0.092606748890086,9.26,Up,7,2402223,EIF3B,Body,CD56
cg11573093,0.873988256057584,0.962552308741815,0.088564052684231,8.86,Up,19,51220202,SHANK1,TSS200,CD56
cg05350879,0.784840992162682,0.871725224852691,0.086884232690008,8.69,Up,4,88451223,SPARCL1,TSS1500,CD56
cg24952408,0.855130175701957,0.941148855545918,0.086018679843961,8.6,Up,6,29696264,LOC285830,Body,CD56
cg17742418,0.823946226529358,0.909149631528438,0.085203404999079,8.52,Up,17,19188816,EPN2,5'UTR; Body,CD56
cg18212924,0.841880294651918,0.925289839294,0.083409544642082,8.34,Up,14,105608474,JAG2,3'UTR,CD56
cg10187479,0.818672719508055,0.899484376102533,0.080811656594478,8.08,Up,16,85180917,,,CD56
cg05800377,0.927864354011377,0.985582176828825,0.057717822817448,5.77,Up,4,1360432,KIAA1530,Body,CD56
cg13350140,0.92115694602525,0.969364919827522,0.048207973802273,4.82,Up,10,43599566,RET,Body,CD56
cg25939861,0.139834757502028,0.813298047271516,0.673463289769488,67.35,Up,2,87020937,CD8A,5'UTR,CD8
cg00219921,0.218093457623353,0.862820272819831,0.644726815196478,64.47,Up,2,87012810,CD8A,3'UTR; Body,CD8
cg04329870,0.30358891500402,0.81493579201668,0.51134687701266,51.13,Up,2,87048747,CD8B,Body; 3'UTR,CD8
cg18857618,0.352563085112755,0.844632502301207,0.492069417188452,49.21,Up,2,87048489,CD8B,Body; 3'UTR,CD8
cg18174654,0.359911451665173,0.848972317047348,0.489060865382176,48.91,Up,2,87019612,CD8A,5'UTR; TSS1500,CD8
cg06419846,0.497973500442814,0.930652863413365,0.432679362970551,43.27,Up,11,66083697,CD248,1stExon,CD8
cg11067179,0.406958866176817,0.835437149053973,0.428478282877156,42.85,Up,11,66083541,CD248,1stExon,CD8
cg05496363,0.407166483282131,0.81697364323607,0.409807159953939,40.98,Up,11,66083766,CD248,1stExon,CD8
cg08506127,0.199844741764299,0.579676287575985,0.379831545811686,37.98,Up,2,87018958,CD8A,TSS200; 5'UTR,CD8
cg01002223,0.538908131173734,0.914368899976213,0.375460768802479,37.55,Up,1,8987034,,,CD8
cg12344862,0.466219989332449,0.814680540257039,0.34846055092459,34.85,Up,2,87019846,CD8A,5'UTR; TSS1500,CD8
cg07702659,0.503016294778651,0.84598358220898,0.342967287430329,34.3,Up,1,228324020,,,CD8
cg24345747,0.181026922083562,0.523476444176741,0.34244952209318,34.24,Up,2,87015813,CD8A,Body,CD8
cg12480903,0.545203477663536,0.210695722578517,0.334507755085019,33.45,Down,1,167423965,CD247,Body,CD8
cg09318840,0.202381745498366,0.51549737574866,0.313115630250294,31.31,Up,2,87018944,CD8A,TSS200; 5'UTR,CD8
cg17851021,0.564487412959184,0.877467604922608,0.312980191963424,31.3,Up,5,1097374,SLC12A7,Body,CD8
cg19410791,0.180845865342663,0.493545814550705,0.312699949208042,31.27,Up,2,87037000,CD8A,TSS1500,CD8
cg01949403,0.55169757397249,0.863355039290692,0.311657465318203,31.17,Up,22,36562402,APOL3,TSS200,CD8
cg20840456,0.57668402991178,0.873143790665996,0.296459760754216,29.65,Up,X,75391688,CXorf26,TSS1500,CD8
cg09543427,0.610981591717322,0.320653999520049,0.290327592197273,29.03,Down,3,13590350,FBLN2,TSS1500,CD8
cg21648425,0.311109637613878,0.598642444674668,0.28753280706079,28.75,Up,2,87019192,CD8A,5'UTR; TSS1500,CD8
cg13571479,0.252871570198732,0.539905320246237,0.287033750047505,28.7,Up,7,2077345,MAD1L1,Body,CD8
cg18830527,0.154708141252167,0.441350087817161,0.286641946564994,28.66,Up,2,87018966,CD8A,TSS200; 5'UTR,CD8
cg11958495,0.701878394429701,0.416937037068563,0.284941357361138,28.49,Down,1,167409198,CD247,Body,CD8
cg20367218,0.609567369268559,0.890574131832768,0.281006762564209,28.1,Up,11,66083224,CD248,1stExon,CD8
cg22213242,0.586173598416676,0.865157003980715,0.278983405564038,27.9,Up,11,66083573,CD248,1stExon,CD8
cg22556056,0.620464322258479,0.873637741012482,0.253173418754003,25.32,Up,17,2228003,TSR1; SRR,Body; 3'UTR,CD8
cg14171188,0.626964890187509,0.870589526201267,0.243624636013758,24.36,Up,1,244218327,ZNF238,Body; 1stExon,CD8
cg01847441,0.549083331682307,0.781206747372755,0.232123415690448,23.21,Up,14,69431073,ACTN1,Body,CD8
cg09205751,0.630921665049036,0.855712577189718,0.224790912140681,22.48,Up,11,278394,NLRP6,TSS200,CD8
cg14027234,0.44340618832587,0.665494943700842,0.222088755374972,22.21,Up,11,66084163,CD248,1stExon,CD8
cg01474925,0.71183140468242,0.925024375710235,0.213192971027815,21.32,Up,6,166824871,RPS6KA2,3'UTR,CD8
cg25554283,0.228061994713839,0.029346422125396,0.198715572588443,19.87,Down,17,63558259,AXIN2,TSS1500,CD8
cg20383347,0.691327842777228,0.883946476887834,0.192618634110606,19.26,Up,7,98586433,TRRAP,Body,CD8
cg27481559,0.13368169931582,0.324245419844839,0.19056372052902,19.06,Up,2,87037038,,,CD8
cg13681325,0.667544655336723,0.856285826200161,0.188741170863438,18.87,Up,2,87020377,CD8A,5'UTR,CD8
cg21164741,0.701155945535017,0.889833434673237,0.188677489138219,18.87,Up,1,244218382,ZNF238,Body; 1stExon,CD8
cg08549241,0.692411225538138,0.877607479682784,0.185196254144646,18.52,Up,16,89440133,ANKRD11,5'UTR,CD8
cg16941568,0.58567302202341,0.403800236947803,0.181872785075607,18.19,Down,11,1575781,HCCA2; DUSP8,Body; 3'UTR,CD8
cg09567197,0.75397598644571,0.932860762319745,0.178884775874036,17.89,Up,1,244218537,ZNF238,Body; 1stExon,CD8
cg20492912,0.251411205510023,0.429837335649326,0.178426130139303,17.84,Up,11,118230053,UBE4A,TSS1500,CD8
cg12105450,0.240326702495049,0.071577706429853,0.168748996065196,16.87,Down,2,202048100,CASP10,5'UTR,CD8
cg23675523,0.738312734352219,0.899812575224006,0.161499840871786,16.15,Up,15,100874864,ADAMTS17,Body,CD8
cg13453424,0.718960272545704,0.878377435047356,0.159417162501651,15.94,Up,9,98260248,PTCH1,5'UTR; Body,CD8
cg07746532,0.225773762945888,0.068041861213906,0.157731901731982,15.77,Down,12,132380903,ULK1,Body,CD8
cg19598713,0.724104230710098,0.863706698335196,0.139602467625099,13.96,Up,8,144601734,ZC3H3,Body,CD8
cg26880239,0.44014813757444,0.303981402982253,0.136166734592187,13.62,Down,1,167472435,CD247,Body,CD8
cg04608004,0.84195100182821,0.975600303581629,0.133649301753419,13.36,Up,1,9781268,PIK3CD,Body,CD8
cg23799532,0.760625207676843,0.893553664278185,0.132928456601342,13.29,Up,1,9780906,PIK3CD,Body,CD8
cg07754492,0.191792291602423,0.062394008215736,0.129398283386687,12.94,Down,2,202047754,CASP10,5'UTR; 1stExon,CD8
cg06765022,0.743354989594125,0.863685566273711,0.120330576679587,12.03,Up,7,76628673,PMS2L11,Body,CD8
cg06690168,0.206944175186291,0.088489368492411,0.11845480669388,11.85,Down,3,196367555,LRRC33,5'UTR,CD8
cg08269389,0.164593613496968,0.061171827798792,0.103421785698176,10.34,Down,1,181074009,,,CD8
cg14215728,0.678119416049572,0.770256260559231,0.09213684450966,9.21,Up,7,2076778,MAD1L1,Body,CD8
cg02540220,0.846756399561994,0.93001259432639,0.083256194764396,8.33,Up,7,98586497,TRRAP,Body,CD8
cg11821440,0.10537213505725,0.028408479010706,0.076963656046544,7.7,Down,10,96162178,TBC1D12,TSS200,CD8
cg04612073,0.880724795046318,0.957099754121967,0.076374959075649,7.64,Up,7,4769938,FOXK1,Body,CD8
cg15603424,0.09149834198257,0.029545940801329,0.061952401181241,6.2,Down,11,13300592,ARNTL,5'UTR,CD8
cg02913089,0.156431200251515,0.103240649991371,0.053190550260145,5.32,Down,15,85525744,PDE8A,Body,CD8
cg02964396,0.074792579000324,0.023594247596539,0.051198331403785,5.12,Down,19,13213777,LYL1,TSS200,CD8
cg04859102,0.090925031316142,0.046211134016787,0.044713897299355,4.47,Down,6,31527893,,,CD8
